,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
37100,37100,False,,80000000,"Action,Drama,History,Thriller",https://www.facebook.com/thefinesthoursmovie,300673,tt2025690,English,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,10.385757,/5vfRMplGxOzMiJu0FGFCA1ic44Q.jpg,"Walt_Disney_Pictures,Whitaker_Entertainment,Bergsten_Music,Red_Hawk_Entertainment",United_States_of_America,2016-01-25,52099090.0,114.0,English,Released,"32 survivors, room for 12.",The Finest Hours,False,6.3,597.0,2016,"Chris Pine,Casey Affleck,Ben Foster,Eric Bana,Holliday Grainger,John Ortiz,Kyle Gallner,John Magaro,Graham McTavish,Michael Raymond-James,Beau Knapp,Josh Stewart,Abraham Benrubi,Keiynan Lonsdale,Rachel Brosnahan,Benjamin Koldyke,Matthew Maher,Jesse Gabbard,Alexander Cook,Danny Connelly,Angela Hope Smith,John Franchi",Craig Gillespie,"coast guard,based on true story,survival,rescue mission,storm at sea,sinking ship,1950s,3d",,,
38106,38106,False,,0,Documentary,http://divingintotheunknown.com/en,384262,tt5210376,Finnish,Takaisin pintaan,"After a terrible accident deep inside an underwater cave, the survivors are forced to risk their own lives to bring the bodies of their friends home.",0.287734,/cRcEjGfXCFoTf7Xz8SijybllcVa.jpg,"Fuglene_AS,Monami_Agency","Finland,Norway",2016-02-19,0.0,90.0,"English,suomi,svenska",Released,We just wanted to bring our friends home.,Diving Into the Unknown,False,7.0,7.0,2016,"Patrik Grönqvist,Kai Känkänen,Sami Paakkarinen,Vesa Rantanen",Juan Reina,"rescue mission,death,accident,underwater cave,diving accident",,,
39291,39291,False,,0,"Romance,Action,Comedy",,363354,tt4254046,Japanese,図書館戦争 THE LAST MISSION,"Set 18 months after movie ""Library Wars."" After the government's enactment of the Media Betterment Act, battles wage between the Betterment Squads and the Library Defense. The Library Defense resists censorship and advocates freedom of expression. The biggest battle awaits for the Library Defense.",0.951997,/2GNSdXc0GfejidwHysTTVgkTBJp.jpg,Tokyo_Broadcasting_System_(TBS),Japan,2015-10-05,0.0,120.0,日本語,Released,,Library Wars: The Last Mission,False,0.0,0.0,2015,"Junichi Okada,Nana Eikura,Chiaki Kuriyama,Kei Tanaka,Sota Fukushi,Kôji Ishizaka,Tori Matsuzaka,Tao Tsuchiya,Aoi Nakamura,Naomi Nishida,Jun Hashimoto",Shinsuke Sato,,,,
39606,39606,False,,0,"Action,Crime,Thriller",,224089,tt0069909,Romanian,Un comisar acuză,"The Iron Guard, also known as Legion of Archangel Michael, was a Romanian nationalist and patriotic movement of extreme right; as such, after it rose to power, it supported Nazi Germany and started a fierce campaign of retaliation against its political enemies. As such, in the night of November 26-27, 1940, the Death Teams executed forty political prisoners in the Jilava prison (in the movie, named ""Viraga""), and next day, other two Teams arrested and shot the former minister Virgil Madgearu and the world famous historian Nicolae Iorga. To squash down the political outcry, the Police Prefect Stefan Zävoianu conveniently assigns the cases to a commissioner from the ""Morals Division"" (prostitution, thieves), Tudor Moldovan, hoping that he will fail to get to the bottom of the case. However, Moldovan has communist sympathies, so he quickly comes under the influence of the Bolshevik Pîrvu, who had escaped during the Viraga...",0.022989,/1tSy89JLKsLX1b3eqxEa0OA0NtK.jpg,Romania_Film,Romania,1974-07-31,0.0,114.0,Română,Released,,A Commissioner's Accusations,False,8.5,2.0,1974,"Sergiu Nicolaescu,Sergiu Nicolaescu,Jean Constantin,Amza Pellea,Ion Besoiu,Ștefan Mihăilescu-Brăila,Vasile Nitulescu",Sergiu Nicolaescu,"investigation,politics,cover-up,police officer",,,
39709,39709,False,,0,"Action,Adventure,Comedy",,11681,tt0072012,Italian,Porgi l'altra guancia,"Two missionaries (Bud Spencer and Terence Hill) come into conflict with the authorities when they turn their missionary into a parrot farm. The Bishop of Maracaibo calls them his 'black sheep' and the Monsignore has been called to check on their behavior. Like usual, our heroes help the poor to defend themselves and provoke some funny fist fights in the process. (from Wikipedia)",3.088418,/b4OylnWusVf8rija1GM3nh2jNO1.jpg,Dino_de_Laurentiis_Cinematografica,Italy,1974-12-21,0.0,95.0,"Italiano,English",Released,,Two Missionaries,False,6.0,50.0,1974,"Bud Spencer,Terence Hill,Jean-Pierre Aumont,Robert Loggia,Mario Pilar,Salvatore Basile,Maria Cumani Quasimodo,Jacques Herlin,Antonio Mendoza",Franco Rossi,"venezuela,missionary,parrot,karibik,santa cruz",,,
39961,39961,False,,0,"History,Comedy",http://www.cho-sankin.jp/,279049,tt3290714,Japanese,超高速！参勤交代,"During the reign of the eighth shogun of the Tokugawa shogunate, the Yunagaya Domain in the Tohoku region is a small han. But at the han, there is a gold mine. Suddenly, Masaatsu Naito of Yunagaya Domain receives an order to perform Sankin-kotai within 5 days.  Sankin-kotai is a custom that requires the daimyo to visit the shogun in Edo. Unfortunately, the time needed to visit the shogun in Edo for Masaatsu Naito is 8 days. Masaatsu Naito also learns he received the order because a high ranking government official wants the gold mine. Also, the expense for Sankin-kotai is high and the Yunagaya Domain is such a small han that it seems impossible to complete. Nevertheless, Masaatsu Naito begins an unexpected operation to complete Sankin-kotai in 5 days.",0.399967,/tow08OsC8jSzzc3HPNVRufNC1LC.jpg,"TV_Tokyo,Shochiku_Company,Hakuhodo",Japan,2014-06-21,0.0,119.0,日本語,Released,,Mission Impossible: Samurai,False,6.0,3.0,2014,"Kuranosuke Sasaki,Kyoko Fukada,Tsuyoshi Ihara,Masahiko Nishimura,Takanori Jinnai,Takanori Jinnai,Yasufumi Terawaki,Yusuke Kamiji,Tokio Emoto ,Ennosuke Ichikawa IV,Renji Ishibashi",Katsuhide Motoki,,,,
39978,39978,False,,1000000,"Action,Thriller",,56491,tt0487156,English,In Her Line of Fire,"When the Vice President's plane goes down near a remote Pacific island, he is kidnapped by rebel forces and held for ransom. It is up to his female Secret Service agent and a press secretary to infiltrate the camp and save him.",0.632334,/9fAL8xcOWw6tPDVGf3lDFFUPfj1.jpg,ApolloProMovie_&_Co._1._Filmproduktion,United_States_of_America,2006-04-21,0.0,88.0,English,Released,Behind Enemy Lines No Man Can Stop Her. Only One Woman Can Touch Her.,In Her Line of Fire,False,3.3,9.0,2006,"Mariel Hemingway,David Keith,David Millbern,Jill Bennett,Sydney Jackson,Robbie Magasiva,Patrick Kake,Lee Tuson,James Gaylyn,Rene Naufahu,Stuart Devenie,Paul Dzenkiw,Jesse Hutch,Alison Hofer",Brian Trenchard-Smith,"rebel,usa president,hostage,airplane,rescue mission,vice president,secret service agent",,,
40062,40062,False,,0,Documentary,http://www.missiontolars.com/,109581,tt1865450,English,Mission to Lars,"Kate and Will Spicer's brother, Tom, has Fragile X Syndrome, the most common form of inherited learning disability. He is also a massive fan of Lars Ulrich from Metallica. They made a promise to Tom that they would get him to meet Lars. Tom's dream is their promise. Together they went on a Mission to Lars.",0.869956,/ceE9P7bChNMMrSAsuhsIYfwAjkn.jpg,Spicer_and_Moore,United_States_of_America,2015-09-25,0.0,74.0,English,Released,,Mission to Lars,False,6.4,7.0,2015,"Lars Ulrich,Jasmin St. Claire,William Spicer,Tom Spicer,Kate Spicer",William Spicer,adventure,,,
40269,40269,False,,0,"Thriller,Drama,Science_Fiction",,328429,tt2674430,English,Approaching the Unknown,"Captain William Stanaforth is on a one-way solo mission to take the first steps in colonising Mars. Like all pioneers throughout history, Stanaforth will face insurmountable odds and life and death decisions as he rockets bravely through space.",4.957424,/7nh8Vgs5AtZdZg7vMOXTPyZYfvR.jpg,"3311_Productions,Loveless,TideRock_Films,Rooftop_Films",United_States_of_America,2016-06-03,0.0,90.0,English,Released,,Approaching the Unknown,False,5.1,89.0,2016,"Mark Strong,Luke Wilson,Sanaa Lathan,Anders Danielsen Lie,Charles Baker,Bettina Skye,Daniel Andersen Lie",Mark Elijah Rosenberg,"mars,space travel,space mission,space",,,
40819,40819,False,,0,"Action,Horror,Science_Fiction",http://wwws.warnerbros.co.jp/terraformars/,330070,tt4433646,Japanese,テラフォーマーズ,"With the space program attempting to travel to Mars, 21st century scientists were tasked with warming up the planet so that humans could survive on its surface. They came up with an efficient and cost effective plan of sending cockroaches and mold to the surface so that the mold would absorb the sunlight and the insect corpses would serve as a food source for the mold.  It is now the year 2577 and the first manned ship to Mars has landed on the planet and the six crew members are ready for their mission. But what they find are giant mutated humanoid cockroaches with incredible physical strength. The crew members are easily wiped out, but not before sending a transmission back to Earth. Now, humanity will send elite warriors to exterminate the mutated bugs and claim back Mars.",3.786856,/e8MXqpyOVQFqEyyyS35pTXV4tk9.jpg,Liden_Films,Japan,2016-04-29,0.0,109.0,日本語,Released,We're the ones who will survive.,Terra Formars,False,4.8,18.0,2016,"Hideaki Ito,Emi Takei,Tomohisa Yamashita,Takayuki Yamada,Shun Oguri,Kane Kosugi,Rinko Kikuchi,Masaya Kato,Mariko Shinoda,Kenichi Takito,Eiko Koike,Rina Ohta,Rila Fukushima",Takashi Miike,"mars,mission to mars",,,
41086,41086,False,Sniper Collection,3000000,"Action,Drama,War",,407375,tt5090828,English,Sniper: Ghost Shooter,"Elite snipers Brandon Beckett and Richard Miller are tasked with protecting a gas pipeline from terrorists looking to make a statement. When battles with the enemy lead to snipers being killed by a ghost shooter who knows their exact location, tensions boil as a security breach is suspected. Is there someone working with the enemy on the inside? Is the mission a front for other activity? Is the Colonel pulling the strings?",4.236209,/sO61kOJEObDs8uOTkQLj5j8eaxu.jpg,UFO_International_Productions,United_States_of_America,2016-08-02,0.0,100.0,English,Released,,Sniper: Ghost Shooter,False,5.5,36.0,2016,"Billy Zane,Chad Michael Collins,Dennis Haysbert,Ravil Isyanov,Presciliana Esparolini",Don Michael Paul,"gun,pipeline,enemy,gas,mission,shooter,gas pipeline,security,killed,elite snipers,snipers,battles,ghost shooter,breach",,,
41245,41245,False,,0,Documentary,,267590,tt0384093,French,"Falkenau, vision de l'impossible","Documentary stems from 1945, when infantryman Sam Fuller, member of the U.S. Army's ""Big Red One,"" helped liberate the Nazis' Falkenau death camp. Fuller shot footage of his commanding officer's marching Czech locals, who denied knowing of the genocide, out from town to view the horrors of the death house. 40 years later, French documentary filmmaker Emil Weiss brought Fuller, who became a famous film director after World War II, back to the death camp to tell the story of the camp's liberation. Fuller's original footage is incorporated in the film.",0.000535,/3f3BcHak1rCufx7tQObMcjQeLFB.jpg,nan,France,1988-01-01,0.0,52.0,"English,Français",Released,,"Falkenau, the Impossible",False,0.0,0.0,1988,Samuel Fuller,Emil Weiss,,,,
41692,41692,False,,0,"Crime,Comedy",,191595,tt0308402,English,The Impossible Convicts,"Four prisoners, in convicts' stripes, march backwards down stairs and, under the watchful eyes of guards, hop backwards into their cells. Later, one overpowers a guard and springs his three pals. But, will they be able to pull off an escape? Other guards come to the aid of their fallen comrade before all four felons can flee. Guards and convicts spring forward and backward out of cells, up and down stairs, and into and out of freedom.",0.145006,/lbZHAtnpKHEnHscDXNNKeVEzlhm.jpg,American_Mutoscope_&_Biograph,United_States_of_America,1906-01-27,0.0,3.0,No Language,Released,,The Impossible Convicts,False,5.5,2.0,1906,,Billy Bitzer,"silent film,prison break,trick film",,,
41951,41951,False,"Signed, Sealed, Delivered",0,"Drama,Romance,TV_Movie",http://www.hallmarkmoviesandmysteries.com/signed-sealed-delivered-the-impossible-dream,361261,tt5084214,English,"Signed, Sealed, Delivered: The Impossible Dream","The Postables work against the clock decoding a letter to rescue a soldier in Afghanistan and reunite her with her family, while Rita competes for the national Miss Special Delivery title in Washington, D.C.",0.409165,/wArT86Ehtfb3ErRzgnUa1v1hmZN.jpg,nan,Canada,2015-10-04,0.0,84.0,English,Released,,"Signed, Sealed, Delivered: The Impossible Dream",False,6.0,1.0,2015,"Eric Mabius,Kristin Booth,Crystal Lowe,Geoff Gustafson,Michael Benyaer,Christina Bianco,Lydia Campbell,Megan Charpentier,William B. Davis,Tammy Gillis,Karin Konoval,Rhona Rees,Zak Santiago,Jill Teed,Mark Valley",Kevin Fair,sequel,,,
42291,42291,False,,0,Comedy,,185111,tt0184950,Greek,"Θου-Βου Φαλακρός Πράκτωρ, Επιχείρηση: Γης Μαδιάμ",Undercover cop takes to find and restore a rich girl who ran away from home,0.211637,/uAzLmqT7k5SxEcomyi2duIDr9Lx.jpg,Thanasis_Vengos_Tainies_Geliou,Greece,1969-04-11,0.0,92.0,ελληνικά,Released,,The Baldheaded Agent and the Land of Destruction Mission,False,7.1,4.0,1969,"Thanasis Vengos,Antonis Papadopoulos,Vasilis Andreopoulos,Sassa Kazeli,Ζαννίνο,Dimitri Karystinos,Nantia Fontana",Thanasis Vengos,,,,
42646,42646,False,Star Wars Collection,200000000,"Action,Adventure,Science_Fiction",http://www.starwars.com/films/rogue-one,330459,tt3748528,English,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,36.567575,/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg,"Lucasfilm,Walt_Disney_Pictures,Allison_Shearmur_Productions,Black_Hangar_Studios,Stereo_D",United_States_of_America,2016-12-14,1056057273.0,133.0,English,Released,A Rebellion Built on Hope,Rogue One: A Star Wars Story,False,7.4,5111.0,2016,"Felicity Jones,Diego Luna,Ben Mendelsohn,Donnie Yen,Mads Mikkelsen,Alan Tudyk,Riz Ahmed,Jiang Wen,Forest Whitaker,Jimmy Smits,Genevieve O'Reilly,Anthony Daniels,Jimmy Vee,James Earl Jones,Spencer Wilding,Daniel Naprous,Guy Henry,Angus MacInnes,Drewe Henley,David Ankrum,Ian McElhinney,Michael Smiley,Warwick Davis,Valene Kane,Ingvild Deila,Jonathan Aris,Fares Fares,Sharon Duncan-Brewster,Stephen Stanton,Paul Kasey,Alistair Petrie,Ben Daniels,Andy de la Tour,Tony Pitts,Babou Ceesay,Simon Farnaby,Geraldine James,Ariyon Bakare,Duncan Pow,Daniel Mays,Martin Gordon,Jordan Stephens,Ian Whyte,Rian Johnson,Ned Dennehy,Angus Cook,Emeson Nwolie,Jorge Leon Martinez,Russell Balogh,Nick Kellington,Derek Arnold,Aidan Cook,Steen Young,Tyrone Love,Attila G. Kerekes,Sam Hanover,Mac Pietowski,Beau Gadsdon,Dolly Gadsdon,Ram Bergman,Bronson Webb,Katie Sheridan,Terri Douglas,Vanessa Lengies,Vanessa Marshall,Verona Blue,Dave Filoni,David Boat,David Cowgill,David Sobolov,Eugene Byrd,Fred Tatasciore,James Arnold Taylor,Julian Stone,Matthew Wood,Michael Giacchino,Robin Atkin Downes,Samuel Witwer,Tom Kane,Tony Gilroy,Yuri Lowenthal,Alexi Melvin,Christian Simpson,Christopher Scarabosio,David Acord,Flora Miller,John Gilroy,John S. Schwartz,Jonathan Dixon,Karen Huie,Kevin Hickman,Lex Lang,Michael Donovan,Orly Schuchmacher,Steve Bardrack,Tom Harrison-Read,William M. Patrick,Toby Hefferman",Gareth Edwards,"rebel,space battle,space travel,war,prequel,spaceship,space,alien,death star,jedi,rebellion,female protagonist,space western,gunfight,suicide mission,robot,spin off,laser gun,space opera,alien language,against the odds,blind man",,,
43075,43075,False,,250000,"Action,Adventure,Science_Fiction,Horror",,46522,tt0083526,English,The Aftermath,"After a lengthy space mission, two astronauts (Steve Barkett and Larry Latham) return to an Earth transformed by nuclear war. As renegade gangs and mutants rule Los Angeles, the astronauts join two pretty women and a couple of kids in a growing resistance movement. This sci-fi adventure follows the men as they battle bell-bottomed biker leader Cutter and his brutal gang.",0.364806,/cgDc9Hdkc6jqHBPRcSyknzpSbR6.jpg,"Nautilus_Film_Company,_The,The_Nautilus_Film_Company",United_States_of_America,1982-01-01,0.0,95.0,English,Released,What comes after World War III?,The Aftermath,False,4.7,8.0,1982,"Steve Barkett,Lynne Margulies,Sid Haig,Christopher Barkett,Alfie Martin,Forrest J. Ackerman,Jim Danforth,Linda Stiegler,Laura Anne Barkett,Larry Latham,Carol Lee Scott,Nelson Ackerman,Eric Caidin,Dick Miller",Steve Barkett,"civilization,post-apocalyptic,nuclear holocaust,survival,shootout,suicide mission,orphan,astronaut",,,
43210,43210,False,,0,Comedy,http://www.lemissionnaire-lefilm.com/,17417,tt1308736,French,Le Missionnaire,"Following his release from a seven-year stretch in prison, Mario Diccara discovers that his affairs with the underworld aren't completely settled. His brother Patrick, a priest, suggests that he stays with elderly Father Etienne in a small village in Ardeche until the conflict blows over. But their plan takes an unexpected turn when Father Etienne dies.",2.165824,/pwEcdxgMyipPmkNA4CkdxgYnBBN.jpg,"Rhône-Alpes_Cinéma,TF1_Films_Production,EuropaCorp,CiBy_2000",France,2009-04-29,0.0,91.0,Français,Released,,Hallelujah!,False,5.5,38.0,2009,"Jean-Marie Bigard,David Strajmayster,Thiam Aïssatou,Jean Dell,Michel Chesneau,Benjamin Feitelson,Jean-Gilles Barbier",Roger Delattre,"france,small town,priest,mistaken identity,impostor,ex-con,fake priest",,,
43289,43289,False,,0,"Adventure,Family",,424661,tt5333842,English,Legends of the Hidden Temple,Three siblings who break away from a lackluster temple tour in a jungle finds themselves immersed in a real-life mission comprised of obstacles that they must complete in order to escape alive.,0.795603,/vduqMXBpYkPmMiz8XvmSpOmdhJ0.jpg,nan,nan,2016-11-26,0.0,65.0,English,Released,,Legends of the Hidden Temple,False,7.7,3.0,2016,"Isabela Moner,Dee Bradley Baker,Daniel Cudmore,Michael Benyaer,James Black,Jet Jurgensmeyer,Catia Ojeda,Kirk Fogg,Oscar Torre,Colin Critchley,Jaret Martino,Darcy Hinds,David Michie,Ioan Sebastian Tirlui",Joe Menendez,"temple,mission,jungle",,,
